 num     #instances         #bytes  class name (module)
 370:            60           1440  java.lang.module.ResolvedModule (java.base@11.0.2)
 371:             4           1440  javax.swing.JMenuBar (java.desktop@11.0.2)
 372:            30           1440  javax.swing.text.html.HTMLDocument$BlockElement (java.desktop@11.0.2)
 373:            60           1440  jdk.internal.module.SystemModuleFinders$2 (java.base@11.0.2)
 374:            60           1440  jdk.internal.module.SystemModuleFinders$SystemModuleReader (java.base@11.0.2)
 375:            30           1440  sun.java2d.loops.DrawGlyphListAA (java.desktop@11.0.2)
 376:            90           1440  sun.java2d.xr.XRDrawImage (java.desktop@11.0.2)
 377:            20           1440  sun.nio.ch.FileChannelImpl (java.base@11.0.2)
 378:             3           1416  adams.gui.core.TextEditorPanel$TextEditorArea
 379:             3           1416  adams.gui.dialog.ApprovalDialog
 380:            59           1416  jdk.internal.loader.BuiltinClassLoader$LoadedModule (java.base@11.0.2)
 381:             4           1408  javax.swing.JToolBar$Separator (java.desktop@11.0.2)
 382:            35           1400  java.awt.FlowLayout (java.desktop@11.0.2)
 383:            35           1400  javax.swing.text.AbstractDocument$BidiElement (java.desktop@11.0.2)
 384:            35           1400  javax.swing.text.GapContent (java.desktop@11.0.2)
 385:            25           1400  sun.security.ec.SunEC$ProviderService (jdk.crypto.ec@11.0.2)
 386:             1           1376  [Ljdk.internal.math.FDBigInteger; (java.base@11.0.2)
 387:             4           1376  javax.swing.JSpinner$NumberEditor (java.desktop@11.0.2)
 388:            86           1376  sun.util.logging.PlatformLogger (java.base@11.0.2)
 389:             1           1360  [Lsun.security.ssl.CipherSuite; (java.base@11.0.2)
 390:            28           1344  adams.gui.visualization.core.axis.FancyTickGenerator
 391:            56           1344  java.lang.module.ModuleDescriptor$Provides (java.base@11.0.2)
 392:            84           1344  sun.util.logging.internal.LoggingProviderImpl$JULWrapper (java.logging@11.0.2)
 393:             3           1320  adams.gui.dialog.TextPanel
 394:            55           1320  com.googlecode.jfilechooserbookmarks.Bookmark
 395:            33           1320  javax.swing.plaf.basic.BasicTextUI$RootView (java.desktop@11.0.2)
 396:            55           1320  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@11.0.2)
 397:             4           1312  sun.awt.X11.XFramePeer (java.desktop@11.0.2)
 398:            54           1296  java.security.spec.ECPoint (java.base@11.0.2)
 399:            81           1296  javax.swing.text.html.HTML$Attribute (java.desktop@11.0.2)
 400:            27           1296  sun.java2d.loops.BlitBg (java.desktop@11.0.2)
 401:            40           1280  [Ljava.math.BigInteger; (java.base@11.0.2)
 402:            32           1280  javax.swing.JToggleButton$ToggleButtonModel (java.desktop@11.0.2)
 403:            78           1248  java.util.LinkedHashMap$LinkedKeySet (java.base@11.0.2)
 404:             4           1248  sun.awt.X11.XDialogPeer (java.desktop@11.0.2)
 405:            31           1240  javax.swing.text.AbstractDocument$BranchElement (java.desktop@11.0.2)
 406:            11           1232  java.awt.GridBagConstraints (java.desktop@11.0.2)
 407:             9           1224  adams.flow.control.Tee
 408:             9           1224  adams.flow.control.Trigger
 409:             1           1224  com.mysql.jdbc.JDBC4Connection
 410:             8           1216  sun.awt.X11.XContentWindow (java.desktop@11.0.2)
 411:            25           1200  jdk.internal.loader.URLClassPath$JarLoader (java.base@11.0.2)
 412:            28           1184  [Ljavax.swing.SizeRequirements; (java.desktop@11.0.2)
 413:             2           1184  adams.gui.flow.tree.Tree
 414:            29           1160  javax.swing.plaf.basic.DefaultMenuLayout (java.desktop@11.0.2)
 415:             3           1152  adams.gui.core.TextEditorPanel
 416:             8           1152  java.text.DecimalFormat (java.base@11.0.2)
 417:             2           1120  [Ljava.lang.Integer; (java.base@11.0.2)
 418:            20           1120  adams.gui.visualization.core.DefaultColorProvider
 419:            28           1120  java.lang.Package$VersionInfo (java.base@11.0.2)
 420:            35           1120  javax.swing.text.GapContent$MarkVector (java.desktop@11.0.2)
 421:            28           1120  sun.awt.image.ByteArrayImageSource (java.desktop@11.0.2)
 422:            69           1104  java.util.LinkedHashSet (java.base@11.0.2)
 423:             3           1096  [Lsun.font.CharToGlyphMapper; (java.desktop@11.0.2)
 424:            34           1088  adams.core.io.PlaceholderFile
 425:             9           1080  javax.swing.plaf.metal.MetalComboBoxUI (java.desktop@11.0.2)
 426:            19           1064  sun.java2d.loops.GraphicsPrimitiveProxy (java.desktop@11.0.2)
 427:            33           1056  javax.swing.plaf.basic.BasicTextUI$BasicHighlighter (java.desktop@11.0.2)
 428:            33           1056  javax.swing.plaf.basic.BasicTextUI$FocusAction (java.desktop@11.0.2)
 429:            33           1056  javax.swing.text.DefaultHighlighter$SafeDamager (java.desktop@11.0.2)
 430:            33           1056  javax.swing.text.JTextComponent$MutableCaretEvent (java.desktop@11.0.2)
 431:             1           1040  [Ljava.lang.Byte; (java.base@11.0.2)
 432:             1           1040  [Ljava.lang.Long; (java.base@11.0.2)
 433:             1           1040  [Ljava.lang.Short; (java.base@11.0.2)
 434:            29           1040  [Ljavax.swing.text.html.CSS$Attribute; (java.desktop@11.0.2)
 435:            55           1040  [Lsun.reflect.generics.tree.TypeArgument; (java.base@11.0.2)
 436:            26           1040  java.awt.SystemColor (java.desktop@11.0.2)
 437:            26           1040  javax.swing.BoxLayout (java.desktop@11.0.2)
 438:            65           1040  javax.swing.JScrollBar$ModelListener (java.desktop@11.0.2)
 439:            65           1040  javax.swing.plaf.basic.BasicScrollBarUI$Handler (java.desktop@11.0.2)
 440:            65           1040  javax.swing.plaf.basic.BasicScrollBarUI$ModelListener (java.desktop@11.0.2)
 441:            26           1040  javax.swing.plaf.metal.MetalUtils$OceanDisabledButtonImageFilter (java.desktop@11.0.2)
 442:            43           1032  java.util.zip.Inflater$InflaterZStreamRef (java.base@11.0.2)
 443:            43           1032  javax.swing.plaf.ActionMapUIResource (java.desktop@11.0.2)
 444:            64           1024  [Ladams.flow.core.Actor;
 445:            64           1024  adams.flow.core.Compatibility
 446:             7           1008  [Ljava.lang.invoke.MemberName; (java.base@11.0.2)
 447:            18           1008  java.awt.image.MultiPixelPackedSampleModel (java.desktop@11.0.2)
 448:            18           1008  javax.swing.text.html.StyleSheet$BoxPainter (java.desktop@11.0.2)
 449:            18           1008  sun.awt.image.SunVolatileImage (java.desktop@11.0.2)
 450:            18           1008  sun.java2d.xr.XRPMTransformedBlit (java.desktop@11.0.2)
 451:            14           1008  sun.security.ssl.SSLCipher (java.base@11.0.2)
 452:            44           1000  [Lsun.security.ssl.ProtocolVersion; (java.base@11.0.2)
 453:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base@11.0.2)
 454:            41            984  java.awt.dnd.DropTargetContext (java.desktop@11.0.2)
 455:            40            960  java.lang.RuntimePermission (java.base@11.0.2)
 456:            30            960  java.security.Provider$EngineDescription (java.base@11.0.2)
 457:            30            960  javax.swing.plaf.basic.BasicTextUI$TextActionWrapper (java.desktop@11.0.2)
 458:             2            960  javax.swing.tree.DefaultTreeCellEditor$DefaultTextField (java.desktop@11.0.2)
 459:            20            960  sun.java2d.xr.XRMaskFill (java.desktop@11.0.2)
 460:            39            936  java.sql.JDBCType (java.sql@11.0.2)
 461:            39            936  javax.swing.DefaultSingleSelectionModel (java.desktop@11.0.2)
 462:            13            936  javax.swing.plaf.FontUIResource (java.desktop@11.0.2)
 463:             9            928  [[S (java.base@11.0.2)
 464:             2            928  adams.gui.core.BaseTextArea
 465:            29            928  java.awt.Color (java.desktop@11.0.2)
 466:             2            928  javax.swing.JEditorPane (java.desktop@11.0.2)
 467:            58            928  jdk.internal.module.SystemModuleFinders$3 (java.base@11.0.2)
 468:             2            912  adams.gui.flow.tree.Renderer
 469:            38            912  javax.swing.plaf.metal.MetalPopupMenuSeparatorUI (java.desktop@11.0.2)
 470:            38            912  javax.swing.text.html.StyleSheet$ResolvedStyle (java.desktop@11.0.2)
 471:            56            896  adams.core.WrapperHashSet$Wrapper
 472:             2            896  adams.gui.chooser.BaseFileChooser
 473:             7            896  javax.swing.plaf.metal.MetalSplitPaneUI (java.desktop@11.0.2)
 474:            37            888  java.util.BitSet (java.base@11.0.2)
 475:            22            880  adams.core.License
 476:             2            880  adams.gui.flow.FlowPanel
 477:            22            880  java.lang.invoke.VarHandleObjects$FieldInstanceReadWrite (java.base@11.0.2)
 478:            22            880  java.lang.ref.Finalizer (java.base@11.0.2)
 479:            22            880  javax.swing.plaf.basic.BasicListUI$Handler (java.desktop@11.0.2)
 480:            55            880  sun.reflect.generics.tree.ClassTypeSignature (java.base@11.0.2)
 481:            12            864  java.util.ResourceBundle$CacheKey (java.base@11.0.2)
 482:            36            864  sun.awt.SunHints$Value (java.desktop@11.0.2)
 483:            18            864  sun.java2d.xr.XRPMBlit (java.desktop@11.0.2)
 484:            18            864  sun.java2d.xr.XRPMScaledBlit (java.desktop@11.0.2)
 485:            18            864  sun.java2d.xr.XRVolatileSurfaceManager (java.desktop@11.0.2)
 486:            18            864  sun.util.resources.Bundles$BundleReference (java.base@11.0.2)
 487:            21            840  javax.swing.plaf.metal.MetalTextFieldUI (java.desktop@11.0.2)
 488:            35            840  javax.swing.text.TabStop (java.desktop@11.0.2)
 489:             7            840  sun.font.FileFontStrike (java.desktop@11.0.2)
 490:            21            840  sun.security.ssl.SSLHandshake (java.base@11.0.2)
 491:            15            840  sun.util.calendar.ZoneInfo (java.base@11.0.2)
 492:            34            816  javax.swing.plaf.basic.BasicPopupMenuUI (java.desktop@11.0.2)
 493:            34            816  javax.swing.plaf.basic.BasicPopupMenuUI$BasicMenuKeyListener (java.desktop@11.0.2)
 494:            17            816  sun.awt.X11.XWindowAttributesData (java.desktop@11.0.2)
 495:            17            816  sun.java2d.loops.DrawGlyphList (java.desktop@11.0.2)
 496:            17            816  sun.java2d.loops.FillRect (java.desktop@11.0.2)
 497:            10            800  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLLL (java.base@11.0.2)
 498:            25            800  java.util.zip.ZipFile$CleanableResource (java.base@11.0.2)
 499:            20            800  javax.swing.text.html.HTMLDocument$RunElement (java.desktop@11.0.2)
 500:            25            800  sun.nio.fs.UnixFileKey (java.base@11.0.2)
 501:            32            792  [Ljavax.swing.text.View; (java.desktop@11.0.2)
 502:            33            792  javax.swing.plaf.basic.BasicTextUI$UpdateHandler (java.desktop@11.0.2)
 503:            33            792  javax.swing.text.JTextComponent$KeymapActionMap (java.desktop@11.0.2)
 504:            33            792  javax.swing.text.JTextComponent$KeymapWrapper (java.desktop@11.0.2)
 505:            14            784  sun.font.StrikeMetrics (java.desktop@11.0.2)
 506:             6            768  adams.flow.transformer.SetVariable
 507:             2            768  adams.gui.core.BaseListWithButtons
 508:             2            768  adams.gui.flow.FlowPanelNotificationArea
 509:            24            768  java.lang.StringBuffer (java.base@11.0.2)
 510:            24            768  java.lang.invoke.VarHandle$AccessDescriptor (java.base@11.0.2)
 511:            24            768  java.security.Permissions (java.base@11.0.2)
 512:            24            768  java.util.ResourceBundle$KeyElementReference (java.base@11.0.2)
 513:             8            768  javax.swing.text.html.InlineView (java.desktop@11.0.2)
 514:            24            768  sun.font.EAttribute (java.desktop@11.0.2)
